"Step","CartPole_flava-full_contrastive_20240425_151959 - global_step","CartPole_flava-full_contrastive_20240425_151959 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151959 - global_step__MAX","CartPole_flava-full_contrastive_20240425_151531 - global_step","CartPole_flava-full_contrastive_20240425_151531 - global_step__MIN","CartPole_flava-full_contrastive_20240425_151531 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150737 - global_step__MAX","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MIN","CartPole_flava-full_goal_baseline_reg_20240425_150202 - global_step__MAX","CartPole_flava-full_cosine_20240425_143913 - global_step","CartPole_flava-full_cosine_20240425_143913 - global_step__MIN","CartPole_flava-full_cosine_20240425_143913 - global_step__MAX","CartPole_flava-full_cosine_20240425_142155 - global_step","CartPole_flava-full_cosine_20240425_142155 - global_step__MIN","CartPole_flava-full_cosine_20240425_142155 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_062033 - global_step__MAX","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MIN","CartPole_siglip-base-patch16-224k_cosine_20240425_061736 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_061326 - global_step__MAX","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MIN","CartPole_siglip-base-patch16-224k_contrastive_20240425_060203 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240425_053932 - global_step__MAX","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MIN","CartPole_laion400m_s13b_b51k_contrastive_20240425_053236 - global_step__MAX","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MIN","CartPole_laion400m_s13b_b51k_goal_baseline_reg_20240424_232731 - global_step__MAX","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MIN","CartPole_laion400m_s13b_b51k_cosine_20240424_232218 - global_step__MAX","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MIN","CartPole_siglip-base-patch16-224k_goal_baseline_reg_20240424_150631 - global_step__MAX","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MIN","CartPole_CLIPConvNext_contrastive_20240423_123355 - global_step__MAX","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MIN","CartPole_CLIPConvNext_goal_baseline_1.0_reg_20240422_124730 - global_step__MAX","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MIN","CartPole_CLIPConvNext_cosine_20240422_093220 - global_step__MAX"
"1634","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","2689600","","","","","","","","","","","",""
"1635","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","2691200","","","","","","","","","","","",""
"1636","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","2692800","","","","","","","","","","","",""
"1637","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","2694400","","","","","","","","","","","",""
"1638","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","2696000","","","","","","","","","","","",""
"1639","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","2697600","","","","","","","","","","","",""
"1640","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","2699200","","","","","","","","","","","",""
"1641","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","2700800","","","","","","","","","","","",""
"1642","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","2702400","","","","","","","","","","","",""
"1643","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","2704000","","","","","","","","","","","",""
"1644","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","2705600","","","","","","","","","","","",""
"1645","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","2707200","","","","","","","","","","","",""
"1646","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","2708800","","","","","","","","","","","",""
"1647","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","2710400","","","","","","","","","","","",""
"1648","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","2712000","","","","","","","","","","","",""
"1649","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","2713600","","","","","","","","","","","",""
"1650","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","2715200","","","","","","","","","","","",""
"1651","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","2716800","","","","","","","","","","","",""
"1652","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","2718400","","","","","","","","","","","",""
"1653","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","2720000","","","","","","","","","","","",""
"1654","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","2721600","","","","","","","","","","","",""
"1655","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","2723200","","","","","","","","","","","",""
"1656","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","2724800","","","","","","","","","","","",""
"1657","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","2726400","","","","","","","","","","","",""
"1658","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","2728000","","","","","","","","","","","",""
"1659","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","2729600","","","","","","","","","","","",""
"1660","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","2731200","","","","","","","","","","","",""
"1661","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","2732800","","","","","","","","","","","",""
"1662","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","2734400","","","","","","","","","","","",""
"1663","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","2736000","","","","","","","","","","","",""
"1664","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","2737600","","","","","","","","","","","",""
"1665","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","2739200","","","","","","","","","","","",""
"1666","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","2740800","","","","","","","","","","","",""
