"Step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240427_173254 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_164200 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_155300 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240426_154807 - global_step__MAX","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MIN","CartPole_blip-image-captioning-base_goal_baseline_reg_20240426_103506 - global_step__MAX","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MIN","CartPole_blip-image-captioning-base_contrastive_20240426_052047 - global_step__MAX","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MIN","CartPole_blip-image-captioning-base_itm_head_20240425_193233 - global_step__MAX","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MIN","CartPole_blip-image-captioning-base_cosine_20240425_192124 - global_step__MAX"
"367","1251200","1251200","1251200","1251200","1251200","1251200","1251200","1251200","1251200","1251200","1251200","1251200","2425600","2425600","2425600","1251200","1251200","1251200","1251200","1251200","1251200","1251200","1251200","1251200"
"368","1254400","1254400","1254400","1254400","1254400","1254400","1254400","1254400","1254400","1254400","1254400","1254400","2432000","2432000","2432000","1254400","1254400","1254400","1254400","1254400","1254400","1254400","1254400","1254400"
"369","1257600","1257600","1257600","1257600","1257600","1257600","1257600","1257600","1257600","1257600","1257600","1257600","2438400","2438400","2438400","1257600","1257600","1257600","1257600","1257600","1257600","1257600","1257600","1257600"
"370","1260800","1260800","1260800","1260800","1260800","1260800","1260800","1260800","1260800","1260800","1260800","1260800","2444800","2444800","2444800","1260800","1260800","1260800","1260800","1260800","1260800","1260800","1260800","1260800"
"371","1264000","1264000","1264000","1264000","1264000","1264000","1264000","1264000","1264000","1264000","1264000","1264000","2451200","2451200","2451200","1264000","1264000","1264000","1264000","1264000","1264000","1264000","1264000","1264000"
"372","1267200","1267200","1267200","1267200","1267200","1267200","1267200","1267200","1267200","1267200","1267200","1267200","2457600","2457600","2457600","1267200","1267200","1267200","1267200","1267200","1267200","1267200","1267200","1267200"
"373","1270400","1270400","1270400","1270400","1270400","1270400","1270400","1270400","1270400","1270400","1270400","1270400","2464000","2464000","2464000","1270400","1270400","1270400","1270400","1270400","1270400","1270400","1270400","1270400"
"374","1273600","1273600","1273600","1273600","1273600","1273600","1273600","1273600","1273600","1273600","1273600","1273600","2470400","2470400","2470400","1273600","1273600","1273600","1273600","1273600","1273600","1273600","1273600","1273600"
"375","1276800","1276800","1276800","1276800","1276800","1276800","1276800","1276800","1276800","1276800","1276800","1276800","2476800","2476800","2476800","1276800","1276800","1276800","1276800","1276800","1276800","1276800","1276800","1276800"
"376","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","2483200","2483200","2483200","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000","1280000"
"377","1283200","1283200","1283200","1283200","1283200","1283200","1283200","1283200","1283200","1283200","1283200","1283200","2489600","2489600","2489600","1283200","1283200","1283200","1283200","1283200","1283200","1283200","1283200","1283200"
"378","1286400","1286400","1286400","1286400","1286400","1286400","1286400","1286400","1286400","1286400","1286400","1286400","2496000","2496000","2496000","1286400","1286400","1286400","1286400","1286400","1286400","1286400","1286400","1286400"
"379","1289600","1289600","1289600","1289600","1289600","1289600","1289600","1289600","1289600","1289600","1289600","1289600","2502400","2502400","2502400","1289600","1289600","1289600","1289600","1289600","1289600","1289600","1289600","1289600"
"380","1292800","1292800","1292800","1292800","1292800","1292800","1292800","1292800","1292800","1292800","1292800","1292800","2508800","2508800","2508800","1292800","1292800","1292800","1292800","1292800","1292800","1292800","1292800","1292800"
"381","1296000","1296000","1296000","1296000","1296000","1296000","1296000","1296000","1296000","1296000","1296000","1296000","2515200","2515200","2515200","1296000","1296000","1296000","1296000","1296000","1296000","1296000","1296000","1296000"
"382","1299200","1299200","1299200","1299200","1299200","1299200","1299200","1299200","1299200","1299200","1299200","1299200","2521600","2521600","2521600","1299200","1299200","1299200","1299200","1299200","1299200","1299200","1299200","1299200"
"383","1302400","1302400","1302400","1302400","1302400","1302400","1302400","1302400","1302400","1302400","1302400","1302400","2528000","2528000","2528000","1302400","1302400","1302400","1302400","1302400","1302400","1302400","1302400","1302400"
"384","1305600","1305600","1305600","1305600","1305600","1305600","1305600","1305600","1305600","1305600","1305600","1305600","2534400","2534400","2534400","1305600","1305600","1305600","1305600","1305600","1305600","1305600","1305600","1305600"
"385","1308800","1308800","1308800","1308800","1308800","1308800","1308800","1308800","1308800","1308800","1308800","1308800","2540800","2540800","2540800","1308800","1308800","1308800","1308800","1308800","1308800","1308800","1308800","1308800"
"386","1312000","1312000","1312000","1312000","1312000","1312000","1312000","1312000","1312000","1312000","1312000","1312000","2547200","2547200","2547200","1312000","1312000","1312000","1312000","1312000","1312000","1312000","1312000","1312000"
"387","1315200","1315200","1315200","1315200","1315200","1315200","1315200","1315200","1315200","1315200","1315200","1315200","2553600","2553600","2553600","1315200","1315200","1315200","1315200","1315200","1315200","1315200","1315200","1315200"
"388","1318400","1318400","1318400","1318400","1318400","1318400","1318400","1318400","1318400","1318400","1318400","1318400","2560000","2560000","2560000","1318400","1318400","1318400","1318400","1318400","1318400","1318400","1318400","1318400"
"389","1321600","1321600","1321600","1321600","1321600","1321600","1321600","1321600","1321600","1321600","1321600","1321600","2566400","2566400","2566400","1321600","1321600","1321600","1321600","1321600","1321600","1321600","1321600","1321600"
"390","1324800","1324800","1324800","1324800","1324800","1324800","1324800","1324800","1324800","1324800","1324800","1324800","2572800","2572800","2572800","1324800","1324800","1324800","1324800","1324800","1324800","1324800","1324800","1324800"
"391","1328000","1328000","1328000","1328000","1328000","1328000","1328000","1328000","1328000","1328000","1328000","1328000","2579200","2579200","2579200","1328000","1328000","1328000","1328000","1328000","1328000","1328000","1328000","1328000"
"392","1331200","1331200","1331200","1331200","1331200","1331200","1331200","1331200","1331200","1331200","1331200","1331200","2585600","2585600","2585600","1331200","1331200","1331200","1331200","1331200","1331200","1331200","1331200","1331200"
"393","1334400","1334400","1334400","1334400","1334400","1334400","1334400","1334400","1334400","1334400","1334400","1334400","2592000","2592000","2592000","1334400","1334400","1334400","1334400","1334400","1334400","1334400","1334400","1334400"
"394","1337600","1337600","1337600","1337600","1337600","1337600","1337600","1337600","1337600","1337600","1337600","1337600","2598400","2598400","2598400","1337600","1337600","1337600","1337600","1337600","1337600","1337600","1337600","1337600"
"395","1340800","1340800","1340800","1340800","1340800","1340800","1340800","1340800","1340800","1340800","1340800","1340800","2604800","2604800","2604800","1340800","1340800","1340800","1340800","1340800","1340800","1340800","1340800","1340800"
"396","1344000","1344000","1344000","1344000","1344000","1344000","1344000","1344000","1344000","1344000","1344000","1344000","2611200","2611200","2611200","1344000","1344000","1344000","1344000","1344000","1344000","1344000","1344000","1344000"
"397","1347200","1347200","1347200","1347200","1347200","1347200","1347200","1347200","1347200","1347200","1347200","1347200","2617600","2617600","2617600","1347200","1347200","1347200","1347200","1347200","1347200","1347200","1347200","1347200"
"398","1350400","1350400","1350400","1350400","1350400","1350400","1350400","1350400","1350400","1350400","1350400","1350400","2624000","2624000","2624000","1350400","1350400","1350400","1350400","1350400","1350400","1350400","1350400","1350400"
"399","1353600","1353600","1353600","1353600","1353600","1353600","1353600","1353600","1353600","1353600","1353600","1353600","2630400","2630400","2630400","1353600","1353600","1353600","1353600","1353600","1353600","1353600","1353600","1353600"
"400","1356800","1356800","1356800","1356800","1356800","1356800","1356800","1356800","1356800","1356800","1356800","1356800","2636800","2636800","2636800","1356800","1356800","1356800","1356800","1356800","1356800","1356800","1356800","1356800"
"401","1360000","1360000","1360000","1360000","1360000","1360000","1360000","1360000","1360000","1360000","1360000","1360000","2643200","2643200","2643200","1360000","1360000","1360000","1360000","1360000","1360000","1360000","1360000","1360000"
"402","1363200","1363200","1363200","1363200","1363200","1363200","1363200","1363200","1363200","1363200","1363200","1363200","2649600","2649600","2649600","1363200","1363200","1363200","1363200","1363200","1363200","1363200","1363200","1363200"
"403","1366400","1366400","1366400","1366400","1366400","1366400","1366400","1366400","1366400","1366400","1366400","1366400","2656000","2656000","2656000","1366400","1366400","1366400","1366400","1366400","1366400","1366400","1366400","1366400"
"404","1369600","1369600","1369600","1369600","1369600","1369600","1369600","1369600","1369600","1369600","1369600","1369600","2662400","2662400","2662400","1369600","1369600","1369600","1369600","1369600","1369600","1369600","1369600","1369600"
"405","1372800","1372800","1372800","1372800","1372800","1372800","1372800","1372800","1372800","1372800","1372800","1372800","2668800","2668800","2668800","1372800","1372800","1372800","1372800","1372800","1372800","1372800","1372800","1372800"
"406","1376000","1376000","1376000","1376000","1376000","1376000","1376000","1376000","1376000","1376000","1376000","1376000","2675200","2675200","2675200","1376000","1376000","1376000","1376000","1376000","1376000","1376000","1376000","1376000"
"407","1379200","1379200","1379200","1379200","1379200","1379200","1379200","1379200","1379200","1379200","1379200","1379200","2681600","2681600","2681600","1379200","1379200","1379200","1379200","1379200","1379200","1379200","1379200","1379200"
"408","1382400","1382400","1382400","1382400","1382400","1382400","1382400","1382400","1382400","1382400","1382400","1382400","2688000","2688000","2688000","1382400","1382400","1382400","1382400","1382400","1382400","1382400","1382400","1382400"
"409","1385600","1385600","1385600","1385600","1385600","1385600","1385600","1385600","1385600","1385600","1385600","1385600","2694400","2694400","2694400","1385600","1385600","1385600","1385600","1385600","1385600","1385600","1385600","1385600"
"410","1388800","1388800","1388800","1388800","1388800","1388800","1388800","1388800","1388800","1388800","1388800","1388800","2700800","2700800","2700800","1388800","1388800","1388800","1388800","1388800","1388800","1388800","1388800","1388800"
